,Duration_Min,Price
1119,1440,5963
5827,540,16079
7570,195,6015
7407,140,5418
7573,180,4823
4842,155,4174
6171,480,6206
5973,175,4823
9752,1535,6587
10355,1325,10262
4666,1320,13376
633,170,5403
8238,185,6094
8152,450,8073
4745,470,7354
9766,830,13376
868,150,4174
9512,810,8784
4923,435,13377
7165,1665,12476
7613,145,4332
6119,250,4226
4129,1015,13843
3559,1620,13292
2503,1760,16704
3567,180,4823
4693,1220,7832
860,725,15147
7785,365,14781
4105,1110,6540
7218,155,3841
4885,480,13377
2310,560,7005
2759,900,16704
6975,730,8849
848,845,8586
1243,760,6795
4713,1170,10844
5325,150,6245
6502,625,15135
6179,750,9424
1180,1100,13538
3460,300,12373
6493,395,11269
2371,90,1965
2,1140,13882
7174,170,4668
4011,635,14781
5572,870,6253
6959,340,6027
1048,1275,10441
5034,510,7198
4491,1640,10844
10220,865,7353
9054,165,4545
3863,600,8099
4810,570,13377
2551,155,5618
10459,1580,8662
2431,155,4804
3797,90,3603
8184,575,6093
310,330,9899
1618,90,1965
1092,165,5228
1940,1555,9397
6664,735,14571
3825,85,3100
5875,170,10715
1229,1855,13538
6820,910,8586
4855,665,6818
1474,140,3873
1733,640,8372
2628,1295,12373
2622,330,10056
7797,330,14714
6459,590,14781
4562,435,11858
4349,620,10262
10038,540,6513
2834,735,7670
3009,805,12898
762,170,3573
7444,330,10262
5110,1225,17549
3890,1470,20747
6810,315,4649
9873,405,11134
9912,300,9165
9158,1620,10262
3314,735,8586
3441,1045,16736
8874,1025,14571
6832,1440,6528
4959,520,13941
991,90,2017
914,690,6305
10211,155,4804
8377,810,6093
9114,85,3210
3654,140,3850
10280,440,6017
6864,570,9274
7418,1510,5092
2484,460,18485
3148,1475,6643
740,90,8040
31,805,13227
971,625,15965
5839,900,16704
3962,1460,14300
5560,1520,12557
1116,270,6460
5805,180,4030
156,170,8855
7607,135,3543
2467,1430,12681
831,1620,10262
5454,305,10482
9027,690,6943
2825,195,4140
8694,155,3841
10155,450,14714
6460,345,6195
6694,1580,6565
9181,610,14714
9115,165,6961
7368,170,5911
2044,170,14306
1980,575,9314
8441,660,13587
2683,165,6961
1346,1165,14634
2077,1425,14714
6687,455,8266
3653,1005,15554
355,660,6151
744,1335,8582
7193,1420,11185
10473,840,7832
9036,170,4878
723,315,4649
1976,680,15135
2955,160,4148
4340,1495,10844
2214,435,12284
5394,155,3873
10271,90,1965
3870,90,2017
5842,170,3383
1258,170,4823
8277,840,13377
746,515,6442
5276,270,5158
1867,270,12314
9507,415,7191
6186,90,2754
9154,875,12739
265,905,8366
10267,155,4804
2428,180,4823
3139,1125,6681
7698,1535,6587
4533,1665,15164
3062,630,8371
10365,240,6273
213,295,6842
9563,1295,9314
7826,1485,18211
5223,145,4174
3947,600,16079
2058,90,3175
8086,1285,11467
6451,800,11087
3711,710,8285
2904,160,4423
4922,780,7618
3838,90,5678
7382,240,4226
8306,1365,12074
3136,185,7229
284,180,4823
95,145,3540
1880,180,3943
9259,1995,10929
7027,170,3943
7850,1600,10231
7859,1545,15428
2280,665,9663
5536,90,2227
2521,1290,11087
3613,1390,15129
9476,1375,13292
7333,420,12287
10089,630,5883
2003,395,13994
5346,170,4937
3932,300,12284
4578,1490,20416
8235,190,6216
5917,800,10844
4416,320,5761
6353,800,10539
3217,545,9646
10047,170,8033
4333,1505,10262
1003,180,6144
6853,640,6902
9268,550,12898
9840,435,6077
6601,145,4174
5295,165,6961
8492,155,4804
2507,760,7670
9134,425,14781
1184,525,6778
1259,450,10577
2522,150,4804
7199,440,15812
9795,330,6152
4559,155,3873
4101,180,8016
9033,1140,13882
8518,555,8018
2436,300,14714
9828,180,7229
10412,1255,13432
9656,870,10953
4988,185,5201
7297,310,7870
4790,1890,12778
4483,175,5048
3103,170,4423
7194,85,3175
603,175,4991
4418,425,13626
5963,630,6316
9057,1625,7642
4042,985,10278
10067,615,6902
5561,1325,8273
6659,1125,15129
3367,135,3687
1280,150,4804
7728,1380,9916
9022,135,3687
3149,90,2754
3799,930,8925
6216,1170,8529
6401,170,4148
6358,90,3838
9494,140,3597
328,245,8996
1704,175,4423
2493,1580,10975
7073,1165,13899
8671,165,6565
3629,930,7888
9367,170,3383
10043,725,11134
4010,800,14388
10243,135,3543
8309,170,5201
6067,180,4823
9071,155,4804
9221,385,9646
8658,1200,14687
6361,355,6195
2199,1730,12121
8010,185,4544
6589,1025,10368
3083,140,3873
6065,1060,11093
5452,520,7832
1901,825,10262
8968,720,13727
4664,930,8073
1786,520,8625
9952,1625,8085
9823,1940,17476
5188,185,8016
5353,170,6094
6094,480,13727
84,600,10197
3487,570,6943
2789,765,7480
7355,155,5224
511,135,3687
10426,1380,14300
6532,180,7229
731,1360,10844
4782,170,4823
4861,330,14571
4470,660,10262
9956,860,7564
2757,165,4878
2859,170,6961
9376,490,7005
10121,90,2754
3122,145,3873
3184,460,10198
2055,1275,10441
6814,1195,15129
4334,560,13757
127,170,3943
4450,635,13817
164,925,12898
10236,195,6541
9702,170,4423
7461,155,6300
6415,180,7229
3199,865,11410
5986,150,3873
1319,875,8361
5587,195,4729
7642,1455,8372
472,350,7378
1997,1555,8452
18,1380,13381
5158,385,10486
2137,810,10368
1025,895,13164
8289,175,7229
5935,810,11507
3114,1050,7832
7744,960,14781
6110,900,7005
3161,1330,7064
5940,455,9526
10202,365,15764
7888,965,6314
449,1045,15339
8742,365,14571
10242,1555,6117
4372,455,9001
6362,75,3100
3744,415,8854
178,780,14277
4529,1595,7064
1340,510,6148
3548,765,8452
1591,180,7754
10212,85,4050
9708,1310,11087
7553,170,5613
8933,810,13292
1769,160,6038
3596,530,9134
483,265,3717
3967,165,4030
6994,85,5678
10462,1335,10844
2485,150,4409
780,1200,14687
4644,585,9627
6997,320,7174
7229,170,5694
6059,395,12121
77,90,4049
6689,170,3943
7047,980,13817
10088,835,10406
7748,975,9345
8865,665,6601
2203,295,5409
8650,150,4107
6085,835,13587
6006,150,3841
752,90,4995
8313,140,11982
3637,1275,14851
699,705,9100
8142,1095,14300
9905,185,7229
6942,1570,10262
7184,165,4423
1492,140,3597
6328,480,13587
2086,145,3873
3365,1220,10844
8223,1910,17926
7207,380,7640
2154,375,9719
69,135,6297
1449,1210,12898
3175,175,4239
3877,310,6147
3959,90,4392
3221,1270,14714
1531,155,3514
4501,1560,12970
7678,1390,9416
7208,345,14781
504,1350,9345
6953,345,6258
8531,705,15077
3580,510,8073
7089,945,13941
6329,1685,11848
798,660,9275
4840,1445,8147
5074,540,14714
9786,1545,9663
10374,765,11432
3795,930,15078
61,1640,5117
1775,1425,10262
5698,195,5406
10450,175,7229
2460,640,8372
5507,170,4282
10238,175,4823
6535,940,10262
1567,510,7888
4742,135,4667
4456,85,8040
2848,1220,8529
9881,1620,10262
2986,725,11432
4454,660,10262
7213,910,11507
1568,1225,10262
9933,1540,14151
6212,530,14871
7486,150,4804
5019,800,15764
4373,170,3943
381,930,8452
6288,305,6232
2412,870,10539
3912,455,8266
9582,755,15077
5120,665,6818
928,170,3943
4162,175,4823
9946,720,6883
6172,880,7904
7794,680,6992
245,625,6979
1439,505,14151
9214,400,10844
7937,300,8147
7846,180,7229
8603,140,3543
9254,710,12402
4212,1420,5117
8461,375,15898
5121,1170,14781
4343,135,3384
3561,320,5530
8857,80,3100
8924,920,7038
114,355,5281
2302,1615,13029
8310,1170,9663
2180,825,13941
8354,525,10197
8455,540,6093
5409,675,8372
775,1620,13292
4871,415,6573
7360,720,13587
4676,1430,10844
8843,170,3625
9989,1550,10844
9362,1105,10262
7286,170,6860
3760,155,4804
10465,1605,11134
6677,910,13941
7006,165,6961
3874,155,4878
9238,795,8528
1368,1195,10151
9089,320,15764
9120,315,4649
8206,140,3597
9159,1640,9345
8055,1410,9443
1106,705,10844
3425,660,10197
4336,585,9663
3968,450,16079
1254,865,8452
2648,830,12127
2923,160,7450
4780,900,7670
1639,745,13817
1133,660,12373
3519,370,11628
6515,170,4668
7725,165,11598
271,460,18275
9665,150,3841
5349,140,5277
1547,90,1965
4310,190,7266
1018,1375,13029
4440,145,3540
9030,180,3943
5711,1640,8610
4891,170,5228
7891,600,9359
8604,390,7530
9904,1225,12898
4438,160,4778
8569,1335,12434
1491,1470,5963
8930,90,2017
3615,640,8372
52,170,4377
5405,170,3579
5094,175,7229
3094,1595,9443
1389,75,2050
7884,275,4860
3478,510,13626
4191,970,13227
5595,175,4823
3222,150,4804
1632,1050,11087
5694,660,7408
7731,505,6316
467,2045,13082
10275,435,13377
9095,165,6038
10248,600,16079
71,1590,9134
10115,485,6628
5052,1280,6645
1207,135,4667
1590,335,16079
5159,675,15058
5624,1655,8586
658,1595,14221
7901,1515,7662
8255,1595,9863
10030,805,18799
6538,165,4632
5172,860,7832
3036,930,7198
8646,170,4423
5479,155,6565
6478,245,8996
402,520,13731
5085,135,3859
5541,175,4823
1472,165,4077
8869,840,13377
3356,170,4823
9808,1995,10929
9443,1025,13764
1983,520,8372
4918,170,7931
5059,1030,12568
3843,555,14153
1033,275,5054
174,1055,13044
9131,735,13941
3102,155,3841
7713,710,5192
8526,1545,8529
9065,395,14714
2853,1620,16079
1486,615,8372
6151,705,13626
4293,315,5930
8488,700,14069
7560,740,10844
10116,600,13832
10291,545,8366
5626,85,4995
3845,765,7695
5841,1210,11432
8570,185,5201
3110,425,6818
3918,150,6251
4138,880,17019
2172,90,3210
2599,170,4377
8013,1375,15129
9107,570,8907
5967,360,10262
10287,865,14388
5867,150,3841
3820,740,10844
9148,765,9187
1887,590,17024
8336,170,4377
3717,790,13339
1182,175,7229
10503,675,9929
5004,1225,12452
4602,185,5411
9615,1500,10624
10491,800,9663
1722,165,4804
9859,140,11982
2884,1525,11087
2994,800,8586
4763,1285,9314
9078,500,11753
4056,390,6673
5380,570,11134
8525,195,9564
8345,790,8452
5516,160,4148
6645,170,3943
5936,920,6093
7880,725,11432
721,490,7485
373,690,9315
8186,180,4544
8023,220,5162
6734,930,13377
312,135,7295
10041,1485,10844
8116,300,6937
9814,1280,10262
42,1325,12373
7033,175,4632
7045,690,10529
7196,1010,10262
8609,80,3100
4753,570,10196
2791,145,4439
8896,165,5769
732,890,9663
6594,535,10368
944,90,2175
5256,385,9345
9998,715,16289
9210,135,3543
8187,150,5170
5565,170,4591
9099,340,6152
1693,300,6069
519,435,7832
814,185,8666
818,1580,8452
4830,1470,12940
9714,1295,14151
9830,590,9258
10197,840,14151
7058,180,6094
9892,895,7144
5217,490,7640
3734,295,11465
6272,180,7229
6010,425,14441
6833,800,6017
10075,635,13542
7790,165,11633
2592,655,10262
379,1025,15129
2251,540,13504
4439,625,18275
2148,90,2175
3726,1510,15434
2566,810,15129
6038,155,4804
1803,1385,14960
10346,175,6113
7145,1585,12383
3621,150,5224
6108,180,4030
1594,1700,7452
7061,1275,11281
4890,800,10844
9898,435,10336
7610,440,15812
8907,85,4995
10012,465,16108
2559,1395,10861
4208,180,4544
5095,315,6911
7528,315,5380
1582,275,5054
2547,740,10877
8511,755,7787
7078,520,14714
4321,1665,12032
5138,175,4823
6884,960,7064
6541,460,19360
1763,315,5583
6684,870,11467
6472,1335,10031
2843,155,6985
4944,1415,16289
8405,425,6818
4433,380,7947
8995,1840,12723
8121,1125,8991
6356,800,14571
5278,80,3100
7280,170,5613
4132,1395,8372
105,535,13029
4946,180,4030
2806,600,10197
6509,180,7229
9657,1105,14214
6825,385,7932
2953,800,13817
8757,90,8040
7519,1655,8586
4345,135,3859
7802,1830,10361
9666,450,14714
3236,165,3898
2829,1315,9663
2502,575,13067
317,155,4148
1200,165,4804
7919,1225,12898
2278,750,7503
7463,545,8366
8844,705,8266
8262,585,12576
7988,620,12373
2658,80,4391
1174,1830,10676
1088,460,18275
8734,1620,11507
8020,140,11982
8602,590,10151
4064,1760,12819
10407,520,8614
7295,155,4460
2091,810,10368
4635,625,7452
601,1315,9663
5428,195,5000
7753,1470,12032
2219,480,13727
5858,90,2754
9029,600,12192
624,720,6810
9819,145,7295
8998,155,4174
4978,450,15554
5580,140,3873
3115,535,16259
8829,1125,10368
8615,730,13044
4823,560,6637
7111,280,5699
1996,695,17261
8090,295,7580
4472,740,9315
10423,95,2227
2486,1625,8085
8342,280,9134
1580,90,5678
6045,540,11399
5870,420,12351
8818,175,3311
7125,175,4544
3002,475,12996
4601,1305,12497
143,710,9486
4813,1210,14231
6727,155,5224
10072,1540,14151
5251,1450,13067
3452,865,11410
3605,755,8837
7871,90,5678
4420,1400,8529
2171,570,7191
4975,1300,8372
5171,1125,10368
4720,805,12373
2832,1010,8529
1527,190,6688
7424,180,4823
8809,1285,12692
9516,1485,12488
6078,1375,13014
690,505,16263
2288,795,9736
3302,150,4409
5785,1625,11411
9542,575,14151
6602,555,10203
5782,170,4423
5788,290,6147
4561,575,13611
1187,170,4668
1191,150,4107
8337,195,9564
6350,365,10844
3572,185,8541
6976,165,6121
9954,1250,6017
1834,545,8576
9303,140,3597
7399,85,5678
5726,750,12121
2499,165,4544
6035,1365,11467
10016,490,7640
4196,840,7618
3827,90,8853
878,265,4205
1455,195,6015
8583,785,13502
5371,155,4174
7955,865,14714
8667,345,7060
1694,915,6065
9487,170,3919
2092,655,12898
6932,305,8745
9329,1125,15129
10264,180,6934
5331,1685,13067
7788,1330,12739
832,170,3943
7337,810,10368
591,1615,10368
5716,195,7202
5731,540,7878
109,1195,15129
7498,520,13731
1052,320,7384
1311,1420,10660
668,810,13292
8445,1415,10844
7456,360,14714
5168,165,6860
5588,1530,14714
843,375,16108
4509,290,6147
9076,165,7171
4547,1485,14714
5354,165,3943
4752,1145,12373
10071,150,5964
5677,480,12080
5582,170,5911
1485,395,7341
5423,85,4995
2737,90,5678
2267,1375,15129
6165,150,5510
2808,450,10844
869,1450,12692
2468,875,13059
7493,455,8777
8642,795,8371
5656,480,7408
1979,750,12384
696,140,3332
1741,165,4804
3718,1630,13882
9003,90,4049
7796,505,16263
2189,730,16736
5006,635,8216
5617,1100,13801
5145,160,3625
8147,385,8714
505,1375,10368
10381,1545,8586
3303,275,5054
8597,165,4482
7897,165,4462
3640,290,5069
6461,1545,8586
183,140,3858
7264,325,5164
3082,170,4823
1876,810,14871
5813,510,10844
609,155,4804
2033,520,7155
3981,1295,11467
6629,195,5601
6422,705,14571
1968,405,19225
6774,1210,16736
20,310,19495
7183,1390,10676
8519,1120,11467
3270,515,14343
2518,1155,14120
10066,965,8824
5984,625,16655
7862,295,8707
9948,165,7801
2178,1240,17024
4979,1360,10844
3410,1255,12592
10410,1220,7064
489,835,6442
7740,140,3543
8798,1090,12284
3212,455,9495
9930,170,3943
152,740,14781
889,1685,12121
10463,330,8224
6423,140,3841
269,540,6513
96,160,3257
7676,1375,10368
6713,1660,7064
3885,1450,14151
9991,1560,11972
9764,145,3540
7710,900,7005
1067,1025,13014
7500,735,8879
5195,140,3850
2760,75,3100
6221,800,14939
6407,585,7064
715,325,8618
4059,765,5117
10475,140,7295
4565,845,13941
1798,1420,9292
461,150,3873
5373,165,5198
2944,925,11936
9987,735,6674
10061,1630,13882
9537,180,8016
4791,85,2754
5271,1995,6643
5848,765,7480
5024,140,3847
7470,860,7155
1214,425,8075
1372,275,13753
243,170,3943
4039,1350,8610
7961,1435,10203
7255,170,4668
1679,1395,15554
7586,180,7303
9504,90,5678
648,1830,12835
4409,455,6442
155,995,14300
3428,1855,12488
9495,555,8879
1150,300,8147
3047,810,12819
1046,155,3807
9832,140,3841
1306,165,6565
10119,335,14714
7906,740,14781
2244,370,4201
15,1595,14011
2669,90,5678
9552,90,2227
1844,630,11200
3098,865,7064
1612,1400,13555
8689,1145,12373
7108,160,3625
1337,170,4591
1478,885,10562
9287,715,10262
542,155,3841
4074,1995,20694
431,165,4878
6771,1445,11105
8920,660,8073
2561,1780,11542
9529,745,14231
3606,965,16352
2877,165,6121
4415,1695,9663
1031,660,12192
6121,1005,4757
6285,910,12192
1110,320,5647
1888,150,3841
9719,1170,13044
753,520,10791
3049,270,4812
8151,810,7670
562,155,4804
6542,1235,9134
8093,860,6093
4764,395,14714
3562,750,7081
8444,1415,10262
2516,575,12384
2962,910,13731
5374,730,15058
5396,500,6979
9394,1600,11806
3462,175,4823
7751,1275,10231
4225,1830,10151
144,1655,10844
5056,780,12284
2895,1350,8366
7813,170,5201
905,395,16775
5192,300,4176
235,835,13727
