,Airline,Source,Destination,Total_Stops,Month_June,Month_March,Month_May,Season_Summer,Dep_Hour_Sin,Dep_Hour_Cos,Dep_Min_Sin,Dep_Min_Cos,Day_Sin,Day_Cos,Weekday_Sin,Weekday_Cos
6599,1553,301,301,1,1,0,0,1,-0.5,-0.87,-1.0,-0.0,-0.95,-0.31,-0.43,-0.9
8997,2852,1578,617,2,0,1,0,0,-0.5,0.87,-0.5,-0.87,0.95,0.31,0.97,-0.22
1825,233,3327,3327,2,1,0,0,1,-0.87,0.5,-1.0,-0.0,-0.59,-0.81,-0.43,-0.9
10308,2852,1578,961,1,1,0,0,1,-0.71,-0.71,0.87,0.5,-0.95,0.31,0.97,-0.22
2582,1553,2155,2155,1,0,0,1,0,0.87,0.5,0.87,-0.5,0.59,0.81,0.43,-0.9
5485,1553,1578,961,1,1,0,0,1,0.97,-0.26,-0.87,0.5,0.59,-0.81,0.78,0.62
6246,608,526,526,1,0,1,0,0,-0.5,0.87,-1.0,-0.0,-0.59,0.81,-0.78,0.62
571,608,2155,2155,1,0,1,0,0,-0.5,0.87,-0.87,-0.5,0.59,0.81,-0.97,-0.22
2300,2852,2155,2155,2,0,0,1,0,0.87,-0.5,0.5,0.87,0.59,0.81,0.97,-0.22
1543,872,3327,3327,2,1,0,0,1,0.26,-0.97,0.87,-0.5,0.0,-1.0,-0.78,0.62
5773,1553,301,301,1,1,0,0,1,0.26,-0.97,-0.5,0.87,0.0,-1.0,-0.78,0.62
7332,2852,3327,3327,2,0,0,1,0,-0.97,0.26,-1.0,-0.0,0.59,0.81,0.97,-0.22
906,872,3327,3327,2,1,0,0,1,-0.97,-0.26,0.0,1.0,0.95,0.31,0.43,-0.9
8578,872,3327,3327,2,1,0,0,1,-0.26,-0.97,0.0,1.0,0.95,0.31,0.43,-0.9
351,1257,1578,617,2,0,1,0,0,0.26,-0.97,0.5,-0.87,0.59,0.81,-0.97,-0.22
7708,1553,1578,617,1,0,1,0,0,0.87,-0.5,0.0,-1.0,0.59,0.81,-0.97,-0.22
2261,1257,2155,2155,3,0,0,1,0,0.5,-0.87,0.0,1.0,0.59,0.81,0.97,-0.22
4610,2852,1578,617,2,0,1,0,0,0.97,0.26,-1.0,-0.0,0.59,0.81,-0.43,-0.9
7371,608,526,526,1,1,0,0,1,-0.5,0.87,-1.0,-0.0,-0.95,-0.31,-0.43,-0.9
951,1553,1578,961,1,1,0,0,1,-0.26,0.97,0.0,-1.0,-0.95,0.31,0.97,-0.22
10333,2852,3327,3327,3,0,0,1,0,-0.97,0.26,0.0,-1.0,-0.95,0.31,-0.78,0.62
5734,1257,2155,2155,3,0,0,1,0,-0.97,-0.26,0.0,-1.0,0.59,0.81,0.43,-0.9
2304,1553,3327,3327,2,0,1,0,0,1.0,0.0,0.87,-0.5,0.95,-0.31,-0.0,1.0
2844,2852,526,526,1,1,0,0,1,0.97,-0.26,0.5,-0.87,0.59,0.81,-0.97,-0.22
1728,1553,1578,961,1,0,0,0,0,0.5,-0.87,-0.87,0.5,0.95,0.31,-0.97,-0.22
6249,1553,3327,3327,2,0,1,0,0,0.71,-0.71,-0.87,0.5,0.95,-0.31,-0.0,1.0
9040,1257,2155,2155,3,0,0,0,0,0.0,-1.0,0.0,1.0,0.59,0.81,0.78,0.62
9397,2852,3327,3327,2,1,0,0,1,-0.71,0.71,0.87,0.5,-0.95,-0.31,-0.43,-0.9
8695,233,3327,3327,2,1,0,0,1,0.97,-0.26,-0.5,-0.87,0.95,-0.31,0.78,0.62
1857,1257,2155,2155,1,0,0,1,0,-0.5,-0.87,1.0,0.0,-0.95,-0.31,0.78,0.62
3570,872,3327,3327,2,0,1,0,0,0.26,-0.97,0.0,-1.0,0.59,0.81,-0.43,-0.9
1749,1257,3327,3327,3,1,0,0,1,-0.97,0.26,-1.0,-0.0,0.0,-1.0,-0.78,0.62
2527,2852,2155,2155,2,1,0,0,1,-0.71,0.71,-0.87,0.5,-0.59,0.81,-0.0,1.0
62,872,3327,3327,2,1,0,0,1,0.87,-0.5,-1.0,-0.0,0.95,-0.31,0.78,0.62
16,608,3327,3327,2,0,0,0,0,0.87,-0.5,-1.0,-0.0,0.0,-1.0,0.78,0.62
3869,2852,3327,3327,3,0,1,0,0,-0.97,0.26,-0.87,0.5,0.59,0.81,-0.43,-0.9
5646,2852,3327,3327,2,0,0,1,0,0.5,0.87,1.0,0.0,-0.95,0.31,-0.78,0.62
8046,1553,526,526,1,0,1,0,0,-0.87,-0.5,-0.5,-0.87,0.95,-0.31,-0.0,1.0
2888,2852,1578,617,2,0,1,0,0,0.26,-0.97,0.87,-0.5,-0.59,-0.81,0.43,-0.9
2406,872,3327,3327,2,0,1,0,0,0.5,-0.87,0.0,1.0,0.59,0.81,-0.43,-0.9
8901,872,3327,3327,2,0,0,1,0,0.26,-0.97,0.0,-1.0,-0.95,0.31,-0.78,0.62
5774,1553,1578,617,1,0,1,0,0,0.26,0.97,0.0,-1.0,0.0,-1.0,-0.97,-0.22
313,1257,3327,3327,3,1,0,0,1,-1.0,-0.0,-1.0,-0.0,-0.59,-0.81,-0.43,-0.9
5431,359,301,301,1,1,0,0,1,-0.97,-0.26,-1.0,-0.0,0.0,-1.0,-0.78,0.62
5283,608,526,526,1,1,0,0,1,-0.26,-0.97,1.0,0.0,-0.59,-0.81,-0.43,-0.9
5387,1257,1578,617,2,0,1,0,0,-0.5,0.87,0.0,1.0,0.59,0.81,-0.43,-0.9
963,141,3327,3327,2,1,0,0,1,0.97,-0.26,0.0,1.0,-0.59,0.81,-0.0,1.0
8189,1257,526,526,1,1,0,0,1,-0.26,-0.97,-0.5,-0.87,0.95,0.31,0.43,-0.9
2545,359,1578,961,1,1,0,0,1,-0.97,-0.26,0.0,1.0,-0.59,0.81,-0.0,1.0
9336,141,3327,3327,2,1,0,0,1,-0.5,-0.87,0.5,0.87,-0.59,0.81,-0.0,1.0
9297,872,3327,3327,2,0,0,1,0,0.5,0.87,1.0,0.0,0.59,0.81,0.97,-0.22
6526,1553,2155,2155,1,0,0,0,0,-0.5,-0.87,0.5,0.87,0.95,0.31,-0.97,-0.22
1653,1553,3327,3327,2,1,0,0,1,0.97,-0.26,-0.5,0.87,0.0,-1.0,-0.78,0.62
3216,1553,526,526,1,0,0,1,0,0.71,-0.71,-0.87,0.5,0.0,-1.0,0.43,-0.9
5482,1257,3327,3327,2,1,0,0,1,-0.87,0.5,0.87,-0.5,0.59,-0.81,0.78,0.62
8042,2852,3327,3327,2,1,0,0,1,-0.97,-0.26,0.0,-1.0,0.59,0.81,-0.78,0.62
4939,2852,2155,2155,2,1,0,0,1,0.87,-0.5,0.5,0.87,-0.59,-0.81,-0.43,-0.9
2692,1553,2155,2155,1,0,1,0,0,0.97,0.26,0.0,-1.0,0.95,0.31,0.97,-0.22
2347,1553,3327,3327,2,0,0,0,0,0.97,0.26,0.5,-0.87,0.0,-1.0,0.78,0.62
9522,359,2155,2155,2,1,0,0,1,-0.87,0.5,-0.87,-0.5,0.95,0.31,0.43,-0.9
5728,2852,1578,617,2,0,1,0,0,-0.71,0.71,0.5,0.87,-0.95,0.31,0.78,0.62
9480,608,2155,2155,1,0,0,1,0,-0.97,-0.26,-0.87,0.5,-0.95,-0.31,0.78,0.62
9608,608,1578,617,1,0,1,0,0,-0.87,0.5,0.0,-1.0,-0.59,0.81,-0.78,0.62
8859,2852,2155,2155,2,0,0,1,0,-0.87,0.5,0.5,0.87,-0.59,0.81,-0.43,-0.9
4395,1553,3327,3327,2,1,0,0,1,0.97,0.26,-0.87,0.5,0.95,0.31,0.43,-0.9
5576,2852,1578,961,1,1,0,0,1,-0.97,0.26,0.87,0.5,0.95,0.31,0.43,-0.9
2150,2852,1578,961,1,0,0,1,0,1.0,0.0,0.0,1.0,0.59,0.81,0.97,-0.22
1821,2852,2155,2155,2,0,0,1,0,-0.87,-0.5,0.0,-1.0,-0.59,0.81,-0.43,-0.9
7648,872,3327,3327,2,1,0,0,1,0.97,-0.26,-0.87,0.5,0.95,-0.31,0.78,0.62
5585,359,2155,2155,2,0,0,1,0,0.97,-0.26,-0.87,0.5,0.95,0.31,-0.0,1.0
1669,872,3327,3327,2,0,1,0,0,0.26,-0.97,0.87,-0.5,-0.95,-0.31,0.43,-0.9
3882,1257,3327,3327,3,1,0,0,1,-0.5,-0.87,0.5,0.87,-0.95,-0.31,-0.43,-0.9
8400,2852,3327,3327,3,0,0,1,0,-0.26,0.97,0.5,-0.87,0.59,0.81,0.97,-0.22
8062,1553,2155,2155,1,0,0,0,0,0.71,-0.71,-0.5,0.87,0.95,-0.31,0.43,-0.9
5102,872,3327,3327,2,1,0,0,1,0.26,-0.97,0.0,-1.0,0.59,0.81,-0.78,0.62
7849,2852,2155,2155,2,0,1,0,0,-0.97,0.26,-1.0,-0.0,0.59,-0.81,-0.0,1.0
5761,2852,3327,3327,2,0,0,1,0,-0.5,0.87,0.87,0.5,-0.95,-0.31,0.78,0.62
5008,872,3327,3327,3,0,1,0,0,0.97,-0.26,0.5,-0.87,-0.59,-0.81,0.43,-0.9
6318,359,3327,3327,1,0,0,0,0,1.0,0.0,0.0,1.0,0.59,-0.81,0.43,-0.9
8270,2852,3327,3327,3,1,0,0,1,-1.0,-0.0,-0.87,-0.5,0.59,-0.81,0.78,0.62
7781,359,1578,961,1,0,0,0,0,-0.97,0.26,0.0,-1.0,-0.95,0.31,-0.43,-0.9
1138,1257,301,301,1,0,1,0,0,0.26,-0.97,0.87,-0.5,-0.95,0.31,0.78,0.62
7339,1257,3327,3327,2,0,1,0,0,1.0,0.0,-0.87,0.5,-0.59,0.81,-0.78,0.62
1683,608,301,301,1,0,1,0,0,0.71,-0.71,0.0,-1.0,-0.95,-0.31,0.43,-0.9
9705,1257,3327,3327,3,0,1,0,0,-0.97,0.26,-1.0,-0.0,-0.59,-0.81,0.43,-0.9
664,1257,3327,3327,3,1,0,0,1,-0.26,-0.97,-0.87,-0.5,-0.59,-0.81,-0.43,-0.9
8271,1257,3327,3327,2,0,1,0,0,-0.97,-0.26,-0.87,-0.5,-0.95,-0.31,0.43,-0.9
10123,872,3327,3327,2,0,0,1,0,-0.87,-0.5,0.0,1.0,0.59,0.81,0.97,-0.22
8119,2852,3327,3327,2,1,0,0,1,0.97,-0.26,0.5,-0.87,0.95,-0.31,0.78,0.62
1457,2852,2155,2155,2,0,0,1,0,0.5,-0.87,-0.87,-0.5,0.59,-0.81,-0.97,-0.22
10327,872,3327,3327,2,1,0,0,1,0.5,-0.87,0.0,1.0,-0.59,-0.81,-0.43,-0.9
4778,233,1578,617,1,0,1,0,0,-0.26,0.97,0.5,0.87,0.95,-0.31,-0.0,1.0
1484,1553,3327,3327,2,0,0,1,0,-0.71,-0.71,-0.87,0.5,-0.59,0.81,-0.43,-0.9
9669,1257,3327,3327,2,0,1,0,0,1.0,0.0,0.5,-0.87,-0.95,-0.31,0.43,-0.9
8398,608,301,301,1,0,0,1,0,0.87,-0.5,-0.87,-0.5,0.59,-0.81,-0.97,-0.22
8509,1553,301,301,1,0,1,0,0,-0.26,-0.97,-0.87,-0.5,0.95,-0.31,-0.0,1.0
4792,2852,3327,3327,3,0,0,1,0,-0.26,0.97,0.5,-0.87,-0.59,0.81,-0.43,-0.9
9136,1257,1578,617,3,0,1,0,0,1.0,0.0,0.87,0.5,0.95,0.31,0.97,-0.22
407,1257,3327,3327,3,0,0,1,0,-0.97,-0.26,1.0,0.0,-0.95,0.31,-0.78,0.62
9124,2852,3327,3327,3,0,1,0,0,0.5,-0.87,-1.0,-0.0,-0.59,0.81,-0.78,0.62
8567,872,3327,3327,2,0,0,1,0,0.97,-0.26,0.5,-0.87,0.59,0.81,0.97,-0.22
5948,1257,2155,2155,3,1,0,0,1,0.97,-0.26,0.0,1.0,-0.59,0.81,-0.0,1.0
9845,2852,2155,2155,2,0,0,1,0,1.0,0.0,0.0,-1.0,-0.59,-0.81,0.78,0.62
1454,359,3327,3327,1,0,1,0,0,1.0,0.0,0.0,1.0,0.0,-1.0,-0.97,-0.22
1004,2852,3327,3327,3,0,0,1,0,0.71,-0.71,0.87,-0.5,-0.95,-0.31,0.78,0.62
6737,359,1578,961,1,1,0,0,1,-0.97,-0.26,0.0,1.0,0.59,-0.81,0.78,0.62
9050,2852,3327,3327,3,0,1,0,0,-0.97,-0.26,-0.5,-0.87,-0.59,-0.81,0.43,-0.9
9464,608,3327,3327,2,0,1,0,0,-0.71,-0.71,-0.5,-0.87,0.95,-0.31,-0.0,1.0
4195,1553,526,526,1,0,0,1,0,-0.97,0.26,0.5,-0.87,0.95,0.31,-0.0,1.0
8379,1553,3327,3327,1,0,0,1,0,-0.5,-0.87,0.5,0.87,-0.95,0.31,-0.78,0.62
8614,2852,3327,3327,3,1,0,0,1,-1.0,-0.0,0.5,0.87,0.59,0.81,-0.78,0.62
718,2852,3327,3327,2,0,1,0,0,-1.0,-0.0,1.0,0.0,0.59,0.81,-0.43,-0.9
6597,2852,1578,961,1,0,0,1,0,-0.97,-0.26,-1.0,-0.0,0.0,-1.0,0.43,-0.9
1813,872,3327,3327,2,1,0,0,1,0.71,-0.71,0.0,1.0,0.59,-0.81,0.78,0.62
6419,1553,3327,3327,2,1,0,0,1,0.71,-0.71,1.0,0.0,-0.95,-0.31,-0.43,-0.9
558,2852,2155,2155,2,1,0,0,1,0.71,-0.71,-0.5,0.87,0.95,0.31,0.43,-0.9
3111,2852,526,526,1,0,0,1,0,0.5,-0.87,-0.87,-0.5,0.95,-0.31,-0.97,-0.22
5988,2852,2155,2155,2,0,0,1,0,-0.87,-0.5,0.0,-1.0,0.0,-1.0,0.43,-0.9
1050,1257,1578,961,1,1,0,0,1,-0.97,-0.26,0.0,1.0,-0.95,-0.31,-0.43,-0.9
3920,608,2155,2155,1,0,1,0,0,-0.5,0.87,-0.87,-0.5,0.0,-1.0,-0.97,-0.22
6159,2852,3327,3327,2,0,0,1,0,0.5,-0.87,0.0,1.0,-0.59,0.81,-0.43,-0.9
2915,2852,1578,961,1,1,0,0,1,0.26,-0.97,-0.87,0.5,-0.95,0.31,0.97,-0.22
9689,1257,2155,2155,2,1,0,0,1,-0.97,0.26,0.0,1.0,-0.59,-0.81,-0.43,-0.9
9437,2852,2155,2155,2,1,0,0,1,-0.71,0.71,-0.87,0.5,0.95,0.31,0.43,-0.9
9117,2852,2155,2155,2,0,0,1,0,-0.87,0.5,0.5,0.87,-0.59,-0.81,0.78,0.62
3498,141,3327,3327,2,1,0,0,1,0.97,-0.26,0.5,0.87,0.95,-0.31,0.78,0.62
7718,1553,526,526,1,0,0,1,0,1.0,0.0,0.5,0.87,-0.95,-0.31,0.78,0.62
6319,1257,3327,3327,1,1,0,0,1,-1.0,-0.0,0.5,-0.87,-0.59,0.81,-0.0,1.0
9710,608,301,301,1,0,1,0,0,0.87,-0.5,-0.87,-0.5,0.95,-0.31,-0.0,1.0
9979,1553,526,526,1,1,0,0,1,-0.71,0.71,-0.87,-0.5,0.59,-0.81,0.78,0.62
6012,2852,2155,2155,2,0,0,1,0,-0.87,0.5,0.5,0.87,-0.95,0.31,-0.78,0.62
2019,2852,2155,2155,2,0,1,0,0,-0.87,-0.5,-0.5,-0.87,0.59,-0.81,-0.0,1.0
9032,359,1578,961,1,0,0,0,0,0.97,-0.26,0.0,1.0,-0.59,0.81,0.97,-0.22
9234,872,3327,3327,2,1,0,0,1,0.71,-0.71,0.0,1.0,-0.95,-0.31,-0.43,-0.9
3633,1553,1578,961,1,0,0,0,0,0.0,1.0,0.0,-1.0,-0.95,-0.31,-0.78,0.62
665,2852,2155,2155,2,0,0,1,0,1.0,0.0,0.0,-1.0,-0.59,0.81,-0.43,-0.9
2253,1553,2155,2155,1,0,0,1,0,0.26,-0.97,0.0,-1.0,-0.95,-0.31,0.78,0.62
2656,2852,2155,2155,2,1,0,0,1,0.71,-0.71,-0.5,0.87,-0.59,0.81,-0.0,1.0
2149,1257,3327,3327,3,0,0,1,0,1.0,0.0,0.87,0.5,-0.59,0.81,-0.43,-0.9
6636,2852,3327,3327,3,1,0,0,1,-0.97,0.26,0.0,-1.0,-0.59,0.81,-0.0,1.0
10229,1553,3327,3327,2,0,0,1,0,-1.0,-0.0,-0.5,0.87,-0.95,-0.31,0.78,0.62
803,359,1578,961,1,0,0,1,0,0.97,-0.26,0.0,1.0,-0.59,-0.81,0.78,0.62
8050,2852,2155,2155,2,0,0,1,0,-0.5,-0.87,0.5,-0.87,0.59,0.81,0.43,-0.9
7972,2852,2155,2155,3,0,0,1,0,1.0,0.0,0.0,-1.0,0.59,0.81,0.97,-0.22
8703,2852,1578,961,1,1,0,0,1,0.26,-0.97,-0.87,0.5,0.59,0.81,-0.97,-0.22
4854,2852,3327,3327,3,0,0,1,0,0.71,-0.71,-0.5,0.87,-0.59,0.81,-0.43,-0.9
7911,2852,2155,2155,2,1,0,0,1,-0.87,0.5,0.5,0.87,-0.59,-0.81,-0.43,-0.9
5472,2852,2155,2155,2,0,0,1,0,-0.71,0.71,-0.87,0.5,-0.59,0.81,-0.43,-0.9
10103,2852,3327,3327,2,1,0,0,1,0.5,0.87,1.0,0.0,0.95,-0.31,0.78,0.62
5376,872,3327,3327,2,0,0,1,0,0.87,-0.5,0.0,1.0,0.0,-1.0,0.43,-0.9
10132,1257,3327,3327,3,1,0,0,1,0.0,-1.0,-0.5,-0.87,0.0,-1.0,-0.78,0.62
4327,1553,3327,3327,2,0,0,0,0,1.0,0.0,0.87,0.5,0.0,-1.0,0.78,0.62
8826,2852,1578,617,2,0,1,0,0,-0.71,0.71,0.5,0.87,0.95,0.31,0.97,-0.22
5064,1257,3327,3327,3,0,0,1,0,-0.97,-0.26,1.0,0.0,-0.95,-0.31,0.78,0.62
8434,2852,2155,2155,2,0,0,1,0,-0.71,0.71,-0.87,0.5,0.0,-1.0,0.43,-0.9
4488,872,3327,3327,2,1,0,0,1,0.87,-0.5,-1.0,-0.0,0.59,0.81,-0.78,0.62
7626,2852,3327,3327,3,1,0,0,1,-0.5,-0.87,-0.5,0.87,-0.95,-0.31,-0.43,-0.9
6583,2852,2155,2155,2,0,0,1,0,-0.87,-0.5,0.0,-1.0,0.59,-0.81,-0.97,-0.22
557,2852,3327,3327,1,0,0,0,0,0.26,-0.97,0.0,1.0,-0.95,0.31,-0.43,-0.9
2455,1257,2155,2155,3,1,0,0,1,-0.87,0.5,0.0,-1.0,0.95,0.31,0.43,-0.9
4421,1257,3327,3327,1,0,0,1,0,0.97,0.26,-0.87,0.5,-0.59,0.81,-0.43,-0.9
5191,2852,3327,3327,2,1,0,0,1,-0.5,-0.87,0.0,1.0,0.59,-0.81,0.78,0.62
651,2852,3327,3327,2,0,0,0,0,-0.97,-0.26,0.0,-1.0,-0.59,0.81,0.97,-0.22
5321,2852,3327,3327,2,1,0,0,1,-0.97,0.26,1.0,0.0,-0.59,-0.81,-0.43,-0.9
9438,2852,1578,617,2,0,1,0,0,-0.71,0.71,0.5,0.87,0.95,0.31,0.97,-0.22
2820,359,2155,2155,2,1,0,0,1,-0.87,0.5,-0.87,-0.5,-0.59,0.81,-0.0,1.0
2348,1553,3327,3327,2,1,0,0,1,0.26,-0.97,0.5,0.87,0.95,-0.31,0.78,0.62
6222,2852,3327,3327,3,1,0,0,1,0.71,-0.71,0.5,0.87,0.95,0.31,0.43,-0.9
2985,2852,3327,3327,2,1,0,0,1,0.71,-0.71,0.0,1.0,0.95,0.31,0.43,-0.9
4437,2852,2155,2155,2,0,0,1,0,-0.87,0.5,0.0,1.0,-0.59,0.81,-0.43,-0.9
8157,608,526,526,1,1,0,0,1,-0.5,0.87,-1.0,-0.0,0.0,-1.0,-0.78,0.62
305,1257,3327,3327,3,1,0,0,1,-0.26,-0.97,1.0,0.0,-0.59,-0.81,-0.43,-0.9
8065,2852,3327,3327,2,1,0,0,1,0.71,-0.71,0.0,1.0,-0.59,-0.81,-0.43,-0.9
7228,2852,526,526,1,0,0,1,0,-0.97,0.26,-0.5,0.87,0.59,-0.81,-0.97,-0.22
5388,2852,3327,3327,3,1,0,0,1,-0.5,-0.87,-0.5,0.87,0.95,0.31,0.43,-0.9
3406,233,2155,2155,1,0,0,1,0,-0.97,0.26,-0.5,-0.87,-0.59,-0.81,0.78,0.62
7647,608,1578,961,1,1,0,0,1,0.71,-0.71,0.0,-1.0,0.59,0.81,-0.78,0.62
5122,233,2155,2155,3,0,0,1,0,-0.71,-0.71,-0.87,0.5,0.59,0.81,0.97,-0.22
2377,2852,1578,961,1,1,0,0,1,-0.97,-0.26,-1.0,-0.0,0.59,0.81,-0.97,-0.22
3786,1553,3327,3327,2,0,1,0,0,0.5,0.87,0.0,1.0,0.59,0.81,-0.43,-0.9
8073,2852,526,526,1,1,0,0,1,0.5,0.87,-0.5,-0.87,-0.59,-0.81,-0.43,-0.9
3427,1553,2155,2155,2,1,0,0,1,0.71,-0.71,-0.87,-0.5,0.95,0.31,0.43,-0.9
8220,2852,3327,3327,3,0,0,1,0,0.71,-0.71,0.87,-0.5,-0.95,0.31,-0.78,0.62
4008,872,3327,3327,2,1,0,0,1,0.87,-0.5,0.0,-1.0,0.59,-0.81,0.78,0.62
544,1257,2155,2155,2,0,0,1,0,0.97,-0.26,0.0,1.0,0.59,0.81,0.97,-0.22
2025,872,3327,3327,2,1,0,0,1,0.71,0.71,0.87,0.5,0.59,-0.81,0.78,0.62
2573,2852,1578,617,2,0,1,0,0,-1.0,-0.0,-0.5,-0.87,0.95,0.31,0.97,-0.22
6340,608,526,526,1,0,0,1,0,0.97,0.26,-1.0,-0.0,0.59,-0.81,-0.97,-0.22
9762,1257,2155,2155,3,0,0,0,0,0.5,-0.87,0.0,1.0,0.59,0.81,0.78,0.62
6911,359,2155,2155,2,0,0,1,0,-0.97,-0.26,0.0,1.0,0.0,-1.0,0.43,-0.9
1483,2852,526,526,1,0,0,1,0,-0.97,0.26,-0.5,0.87,-0.95,0.31,-0.78,0.62
5252,608,526,526,1,0,0,0,0,0.97,0.26,-1.0,-0.0,0.95,-0.31,0.43,-0.9
5368,1553,1578,961,1,1,0,0,1,-0.26,-0.97,0.0,1.0,0.0,-1.0,-0.78,0.62
2550,2852,2155,2155,2,0,0,0,0,-1.0,-0.0,-0.5,-0.87,0.59,0.81,0.78,0.62
7020,2852,1578,961,1,0,0,0,0,0.26,-0.97,-0.87,0.5,0.95,0.31,-0.97,-0.22
6682,1257,1578,961,1,1,0,0,1,-0.71,0.71,0.5,-0.87,-0.59,-0.81,-0.43,-0.9
4656,2852,2155,2155,2,1,0,0,1,0.87,-0.5,0.5,0.87,-0.59,0.81,-0.0,1.0
5570,1553,3327,3327,2,0,0,0,0,1.0,0.0,0.87,0.5,-0.59,-0.81,-0.78,0.62
2903,2852,2155,2155,2,0,0,1,0,-1.0,-0.0,-0.5,-0.87,-0.95,0.31,-0.78,0.62
2640,1257,3327,3327,3,0,1,0,0,-0.87,-0.5,-0.5,-0.87,-0.59,0.81,-0.78,0.62
4281,1553,1578,961,1,0,0,0,0,-1.0,-0.0,-0.5,-0.87,-0.59,-0.81,-0.78,0.62
7120,2852,2155,2155,2,1,0,0,1,0.71,-0.71,-0.5,0.87,-0.59,-0.81,-0.43,-0.9
4586,359,1578,961,1,1,0,0,1,0.97,-0.26,0.0,1.0,0.59,-0.81,0.78,0.62
6968,1553,2155,2155,1,0,0,1,0,-0.97,-0.26,1.0,0.0,-0.95,-0.31,0.78,0.62
3253,872,3327,3327,2,0,1,0,0,-0.97,-0.26,0.5,0.87,-0.59,0.81,-0.78,0.62
1837,1257,2155,2155,3,0,0,1,0,0.71,-0.71,0.5,0.87,0.59,0.81,0.97,-0.22
8647,359,1578,961,1,1,0,0,1,0.71,-0.71,-1.0,-0.0,0.0,-1.0,-0.78,0.62
2586,359,1578,617,1,0,1,0,0,0.26,-0.97,0.0,-1.0,0.59,-0.81,-0.0,1.0
4090,1257,1578,617,2,0,1,0,0,-0.5,0.87,0.0,1.0,0.59,0.81,-0.97,-0.22
4426,1553,3327,3327,1,0,0,1,0,-0.71,0.71,0.5,-0.87,-0.95,-0.31,0.78,0.62
9909,233,3327,3327,2,0,0,0,0,0.97,-0.26,-0.5,-0.87,0.59,0.81,-0.0,1.0
9655,1553,3327,3327,2,0,1,0,0,0.87,0.5,-0.5,-0.87,-0.95,-0.31,0.43,-0.9
6956,233,1578,961,1,0,0,0,0,-0.26,0.97,-0.5,-0.87,-0.59,0.81,0.97,-0.22
1573,872,3327,3327,2,0,1,0,0,0.97,-0.26,0.5,-0.87,0.95,-0.31,-0.0,1.0
4265,2852,2155,2155,2,0,0,1,0,0.87,-0.5,0.5,0.87,-0.95,0.31,-0.78,0.62
8162,2852,3327,3327,3,0,0,1,0,0.97,0.26,0.0,-1.0,0.59,0.81,0.43,-0.9
9080,2852,3327,3327,2,1,0,0,1,-0.71,-0.71,0.0,1.0,-0.59,-0.81,-0.43,-0.9
2878,1257,1578,961,1,0,0,0,0,1.0,0.0,-0.87,0.5,0.95,0.31,-0.97,-0.22
7367,1553,1578,961,1,1,0,0,1,-1.0,-0.0,0.5,0.87,0.0,-1.0,-0.78,0.62
5302,1553,3327,3327,2,0,1,0,0,1.0,0.0,0.87,-0.5,-0.95,-0.31,0.43,-0.9
2351,872,3327,3327,2,1,0,0,1,0.5,-0.87,0.0,1.0,0.95,-0.31,0.78,0.62
1655,2852,1578,617,2,0,1,0,0,-1.0,-0.0,-0.5,-0.87,0.95,0.31,0.97,-0.22
9712,608,3327,3327,2,0,0,0,0,0.87,-0.5,-1.0,-0.0,0.95,-0.31,0.43,-0.9
5309,2852,526,526,1,0,1,0,0,-0.97,0.26,-0.5,0.87,0.95,-0.31,-0.0,1.0
1882,2852,2155,2155,2,0,0,1,0,-1.0,-0.0,-0.5,-0.87,0.59,-0.81,-0.97,-0.22
3332,1257,3327,3327,3,0,0,1,0,0.0,-1.0,0.0,1.0,-0.95,0.31,-0.78,0.62
1131,872,3327,3327,2,1,0,0,1,0.5,-0.87,0.0,1.0,-0.59,-0.81,-0.43,-0.9
8450,608,526,526,1,0,0,1,0,-0.26,-0.97,1.0,0.0,0.95,-0.31,-0.97,-0.22
2720,233,1578,617,1,0,1,0,0,0.97,0.26,0.87,0.5,0.95,-0.31,-0.0,1.0
1296,1257,3327,3327,3,0,1,0,0,-0.26,-0.97,0.5,-0.87,-0.59,-0.81,0.43,-0.9
1649,2852,3327,3327,3,0,0,1,0,-0.26,0.97,0.5,-0.87,-0.59,0.81,-0.43,-0.9
4783,1553,3327,3327,2,0,0,1,0,0.87,0.5,-0.5,-0.87,-0.59,0.81,-0.43,-0.9
9256,608,301,301,1,1,0,0,1,-0.97,-0.26,-1.0,-0.0,-0.95,0.31,0.97,-0.22
1637,2852,2155,2155,2,1,0,0,1,1.0,0.0,0.0,-1.0,0.95,0.31,0.43,-0.9
9366,359,526,526,2,0,1,0,0,0.97,-0.26,0.0,-1.0,0.95,0.31,0.97,-0.22
8070,1257,2155,2155,3,0,0,1,0,0.0,-1.0,0.0,1.0,0.59,-0.81,-0.97,-0.22
5287,2852,526,526,1,0,0,1,0,-0.97,0.26,-0.5,0.87,-0.59,-0.81,0.78,0.62
9052,1553,1578,961,1,0,0,1,0,-1.0,-0.0,0.5,0.87,0.59,-0.81,-0.97,-0.22
10250,1257,1578,961,1,0,0,1,0,-0.26,-0.97,-0.87,-0.5,0.95,-0.31,-0.97,-0.22
3993,1257,2155,2155,3,0,0,1,0,0.71,-0.71,-0.87,0.5,0.59,0.81,0.43,-0.9
4300,359,1578,961,1,0,0,1,0,-0.97,-0.26,0.0,1.0,0.95,-0.31,-0.97,-0.22
4050,1257,526,526,2,0,1,0,0,0.97,0.26,-0.5,-0.87,-0.59,-0.81,0.43,-0.9
